account,order_date,asin,product_name,unit_price,quantity,order_id,order_status
JuliePhil,2022-12-04,B001ECQ4JO,"Lever 2000 Bar Soap, Original, 4 oz, 16 bar",17.99,1,111-5197017-2777054,Closed
JuliePhil,2019-06-21,B07JBBMZNJ,"6pcs 3M Sticky Adhesive Replacement Parts for Socket Base, VOLPORT 1.38 Circle Double Sided Tape for Collapsible Grip Stand's Back, 2pcs Pops VHB Sticker Pads for Cell Magnetic Phone Car Mount Holder",4.99,1,111-2902553-9637814,Closed
JuliePhil,2021-08-23,B08JQMPGWN,"WWDOLL KN95 Face Mask 25 Pack, 5-Layers Mask Protection, Breathable KN95 Masks White",39.74,1,113-5952369-1642668,Closed
JuliePhil,2020-05-27,B087C2LJ25,"PELONIS PFB50A2ABB-V 3-Speed Box Fan for Full-Force Circulation with Air Conditioner, Black, 2020 New Model",24.99,1,114-1989571-5613808,Closed
JuliePhil,2019-03-26,B077NBB23L,ARDUINO MKR Zero (with HEADERS),27.96,1,113-3683077-0853855,Closed
JuliePhil,2020-10-04,B006WOC8E4,"Hill's Science Diet Canned Wet Cat Food, Adult, Tender Chunks & Gravy Recipes, 5.5 oz Cans (24 Cans)",37.68,1,112-2590319-2300215,Closed
JuliePhil,2020-08-20,B0007ZHTTS,"Bondo All-Purpose Putty, Designed for Interior and Exterior Home Use, Paintable, Permanent, Non-Shrinking, 1.9 lb., 1-Quart",12.98,1,112-5769249-3117800,Closed
JuliePhil,2022-12-14,B00724Z8YU,"C. G. Conn Selmer Rotary Oil, 1.6 fl oz.",13.35,1,111-0170043-6628250,Closed
JuliePhil,2012-10-21,0310925509,Face to Face: Praying the Scriptures for Intimate Worship,9.99,1,002-0008433-4188265,Closed
JuliePhil,2020-07-18,B07Q16ZPFC,SKOANBE 10PCS AG13 LR44 303 A76 357 SR44 1.5V Battery Button Coin Cell Batteries,3.99,1,112-4308795-5048252,Closed
JuliePhil,2016-04-20,B00R8NRTB0,"Reef Ahi Flip Flop (Toddler/Little Kid/Big Kid),Blue Sailboats,2/3 M US Big Kid",21.17,1,102-3631380-5687469,Closed
JuliePhil,2021-08-04,B00VTVA9JQ,"Fruit of the Loom Men's Fashion Brief Assorted (Pack of 6), Solids and Stripes, Medium",11,1,112-8312722-5015441,Closed
JuliePhil,2020-07-09,B07NVWR495,DEYUE 3 Set of Solderless Prototype Breadboard 830 tie Points Breadboard,5.99,1,114-9847269-7729852,Closed
JuliePhil,2024-04-29,B0CM8KS22P,"24 Pack Thank You Cards Bulk with Kraft Envelopes and Stickers, 4x6 In Professional Looking | Suitable for Business, Baby Shower, Wedding, Small Business, Graduation, Bridal Shower, Funeral",5.89,1,114-8087306-2606604,Closed
JuliePhil,2020-12-03,B07GR7QF63,"IGAN-170 Wire Cutters, Precision Electronic Flush Cutter, One of the Strongest and Sharpest Side Cutting pliers with an Opening Spring, Ideal for Ultra-fine Cutting Needs.",6.97,1,111-1950647-4644228,Closed
JuliePhil,2017-08-29,B01MQJK58F,"AmazonBasics 100 Watt Equivalent, Soft White, Non-Dimmable, A21 LED Light Bulb - 6 Pack",19.24,1,112-5433050-7600221,Closed
JuliePhil,2012-11-10,B000F7JXLA,"RSVP Endurance Stainless Steel Turkey Lifter, Set of 2",17.95,1,106-3542586-6981012,Closed
JuliePhil,2023-02-26,B087V5RLFB,"ASUS TUF Gaming 32"" 1080P Curved Monitor (VG328H1B) - Full HD, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, Adaptive-Sync, FreeSync Premium, VESA Mountable, HDMI, Tilt Adjustable",259,1,114-8361641-7369037,Closed
JuliePhil,2024-06-07,B0BDY48LGT,GleeFull Over 30 Hormone Support - Menopause Supplements for Women - Hormone Balance for Women - Hot Flash Relief - Menopause Support,49,1,114-6830995-7998651,Closed
JuliePhil,2026-03-04,B0BQZ76SDF,"Hanes Originals Women's Underwear Bikini Panties, Stretch Cotton Underwear, Basic Assorted Colors, 6-Pack",16.99,1,112-0010603-8234625,Closed
JuliePhil,2020-05-27,B000UJFZOM,Vandoren SM812M A6 Medium Chamber V16 Alto Saxophone Mouthpiece,117.75,1,114-1272429-3229801,Closed
JuliePhil,2022-01-17,B0017KCQ2W,"Revlon Shape-N-Buff, All in One Nail Buffer that Shapes, Files, Smoothes, and Shines",3.99,1,113-2725029-3371464,Closed
JuliePhil,2019-03-06,B004Z209HS,"PURA D'OR (4 oz) Organic Moroccan Argan Oil 100% Pure Cold Pressed, USDA Certified Organic, All Natural Anti-Aging Moisturizer Treatment for Face, Hair, Skin & Nails, Men & Women (Packaging may vary)",14.69,1,112-8345717-4309021,Closed
JuliePhil,2019-03-05,1500258156,Solomon Academy's IAAT Practice Tests: Practice Tests for IOWA Algebra Aptitude Test,20.85,1,112-1670048-4409866,Closed
JuliePhil,2015-10-09,B008D5HAHU,"Batiste Dry Shampoo, Clean and Classic, 6.73 Ounce",9.45,1,114-0335763-2197870,Closed
JuliePhil,2017-12-20,B01LA41EHW,Ylovetoys Latex Horse Head Mask Halloween Costume Animal Masks (Brown),15.99,1,112-2836756-1167463,Closed
JuliePhil,2020-07-13,B005HQR1YK,Pro'sKit CP-302G Precision Wire Stripper AWG 20-10,4.72,1,114-4135871-1803442,Closed
JuliePhil,2020-12-23,B006WOC8E4,"Hill's Science Diet Canned Wet Cat Food, Adult, Tender Chunks & Gravy Recipes, 5.5 oz Cans (24 Cans)",37.68,1,112-8299539-2406602,Closed
JuliePhil,2022-01-25,B097FDW4NT,Rossignol Blackops Smasher Mens Skis 160 W/Xpress 10 GW Bindings,499.95,1,113-3314058-8003454,Closed
JuliePhil,2020-06-29,B07WGZ1R83,"Makeronics Banana Plug to Jumper Wire | Binding Post to Solderless Breadboard Jumper Wire | 22AWG,Soft Silicone Test Cable",10.99,1,114-8044691-6833828,Closed
JuliePhil,2020-06-29,B00C2DY2K2,Pomona B-24-02 Banana Plug Patch Cord (Set) (Pack of 2),11.89,1,114-8044691-6833828,Closed
JuliePhil,2021-11-24,B07ND2252S,"Old World Christmas Tuba Ornament, Multi",19.95,1,112-6189555-1382652,Closed
JuliePhil,2012-08-28,B000MGTQ7K,The Caine Mutiny (Combat Classics),8.75,1,002-5579232-7364218,Closed
JuliePhil,2026-02-04,B0DRSHWHZR,"FUPYWP Car iPhone Carplay Cable, Car Charger Cord, USB A to Lightning Cable Fast Charging & Data Transfer for iPhone 14/13/12/11 Pro Max XR XS X 8 7 6 Plus SE Tangle-Free,3ft White",6.99,3,113-9628712-7730604,Closed
JuliePhil,2018-01-13,B00CYMQVG4,"Amplifier, Cable TV RF Broadband 8dB Gain Four Output 5-1002Mhz w/ Power Adapter",26.97,1,112-1704619-5205837,Closed
JuliePhil,2024-04-08,B01L7C46YA,"Delta Children 2-in-1 Changing Table and Storage Unit with Changing Pad, Bianca White",149.99,1,114-4542764-8886652,Closed
JuliePhil,2022-07-13,B07NS4R68C,Marching Band Dot Book,14.99,1,112-1049139-0121025,Closed
JuliePhil,2022-07-13,B09CPBVMY6,"AMITER Half Gallon/64oz Water Bottle with Straw, Motivational Time Marker & Handle, Tritan Leakproof Big Water Bottles with Times to Drink, BPA Free Sports 1/2 Gallon Water Jug (Included Bottle Brush)",15.99,1,112-1049139-0121025,Closed
JuliePhil,2026-02-10,B089RTPM2Q,"Clinique 3-Step Clarifying Lotion Face Exfoliator 3 | Toner With Witch Hazel + Salicylic Acid | For Combination Oily Skin Types, Mini Travel Size, 2 Fl Oz",9,1,111-5824608-7845013,Closed
JuliePhil,2024-06-07,B0CDNFF189,POPSOCKETS Phone Grip with Expanding Kickstand - Mod Flowers,9.97,1,114-4096527-4377814,Closed
JuliePhil,2020-02-17,B01AUQ33LG,"Tryone Gooseneck Tablet Stand, Tablet Mount Holder for iPad iPhone Series/Nintendo Switch/Samsung Galaxy Tabs/Amazon Kindle Fire HD and More, 30in Overall Length(Black)",16.99,1,112-6981860-0382658,Closed
JuliePhil,2021-12-25,B002Y4ZG7W,"Great Northern Popcorn Company 83-DT5621 Northern Company Red GNP Little Bambino 2-1/2 Ounce Retro Style Popcorn Popper Machine, 2.5 Ounce",0,1,113-7955606-6534645,Closed
JuliePhil,2020-07-08,B001AW0B3S,"Loctite Epoxy One Minute Instant Mix 0.47-Fluid Ounce Syringe (1366072),Yellow",3.44,1,114-1468139-4206607,Closed
JuliePhil,2026-01-12,B06XYX3Y5T,"Yamaha Vintage Synthetic Valve Oil, 60ml (YAC VVOX)",8.95,2,113-8986715-9433862,Closed
JuliePhil,2024-10-24,B0D1721PBS,"UpSpring Stomach Settle Drops for Occasional Nausea Relief, Upset Stomach and Motion Sickness with Ginger, Lemon, Spearmint and B6, Mint Flavor Drops, 56ct (Pack of 2)",17.96,2,111-3231078-1649042,Closed
JuliePhil,2024-07-06,B08QM81BJV,"JohnBee Empty Spray Bottles (16oz/2Pack) - Adjustable Spray Bottles for Cleaning Solutions - No Leak and Clog - HDPE spray bottle For Plants, Pet, Vinegar, BBQ, and Rubbing Alcohol",7.96,1,114-8992902-9189002,Closed
JuliePhil,2024-07-06,B0B3X58S56,"Field Day Tug of War Rope for Kids and Adults, Outdoor Lawn Yard Family Reunion Birthday Party Games, Outside Backyard Camping Picnic Games, Backyard Carnival Games Fun for Team Building Activities",20.99,1,114-2530116-3467444,Closed
JuliePhil,2020-04-27,B06XSKKQV2,"RITZ Fresh Stacks Original Crackers, Family Size,  6 - 17.8 oz Boxes",21.36,1,114-3024404-7907448,Closed
JuliePhil,2020-04-27,B01NBK9GPA,"Raid Max Double Control Ant Baits, 8 CT (1)",9.68,1,114-3024404-7907448,Closed
JuliePhil,2011-12-04,0380713926,The New Comprehensive American Rhyming Dictionary,10.08,1,102-9018483-0886611,Closed
JuliePhil,2020-11-14,B07GYVWTF5,"Round Side Table, Metal End Table, Nightstand/Small Tables for Living Room, Accent Tables, Side Table for Small Spaces,Gold & Gray by Aojezor",44.99,1,112-5708573-2335436,Closed
JuliePhil,2023-04-04,B004EDWMBO,"Burt's Bees Easter Basket Stuffers Gifts, 5 Body Care Products, Everyday Essentials Set - Original Beeswax Lip Balm, Deep Cleansing Cream. Hand Salve, Body Lotion & Foot Cream, Travel Size",9.98,1,111-4578332-6426635,Closed
JuliePhil,2013-09-05,B0000AQOH2,"Avery  Big Tab Insertable Plastic Dividers,  8-Tab Set, 1 Set (11901)",1.99,3,103-8287317-8801805,Closed
JuliePhil,2013-09-05,B007JCHAZK,"4 Premium Large Bath Towels 100% Cotton, Soft and Absorbent - Plum",33.99,1,103-8287317-8801805,Closed
JuliePhil,2013-09-05,B000GR7Q1I,Heavy Duty 2 inch Black View Binder with One Touch EZDTM Ring,8.28,1,103-8287317-8801805,Closed
JuliePhil,2013-08-25,B00C982KZY,Patriot Tab USB 3.0 Flash Drive (PSF32GTAB3USB),29.95,1,110-8374566-0205841,Closed
JuliePhil,2022-02-01,B08MQFG6H5,30°F Touchscreen Winter Gloves for Men and Women Running Hiking Driving,9.99,1,111-5975657-2838611,Closed
JuliePhil,2020-10-21,B0829X4Z94,"40 Watt Equivalent, Linkind A19 Dimmable LED Light Bulbs, E26 Base, 2700K Soft White, 5.7W 460 Lumens CRI80+ 120V, UL Listed FCC Certified, Energy Sta",11.89,1,114-3524264-2909023,Closed
JuliePhil,2020-10-21,B0817KVV3N,"Great Eagle LED 23W Light Bulb (Replaces 150W - 200W) A21 Size with 2600 Lumens, Non-Dimmable, 2700K Warm White, UL Listed (2-Pack)",12.95,2,114-3524264-2909023,Closed
JuliePhil,2020-10-21,B0758GXHQK,"SYLVANIA General Lighting 74765 A19 Efficient 8.5W Soft White 2700K 60W Equivalent A29 LED Light Bulb (24 Pack), 24 Count",21.56,1,114-3524264-2909023,Closed
JuliePhil,2020-10-21,B07GZ7ZJXV,"B11 E12 LED Candelabra Base Bulbs 60W Equivalent - FLSNT 4.5W Dimmable LED Candle Light Bulbs - 2700K Soft White,450LM,CRI80 - Pack of 12",19.99,1,114-3524264-2909023,Closed
JuliePhil,2020-10-21,B07TQGBC1H,"Great Eagle A19 LED Light Bulb, 12W (75W Equivalent), UL Listed, 2700K (Warm White), 1100 Lumens, Non-dimmable, Standard Replacement (4 Pack)",9.19,2,114-3524264-2909023,Closed
JuliePhil,2020-10-21,B07QJ84SDN,Great Eagle 100W Equivalent LED Light Bulb 1550 Lumens A19 2700K Warm White Non-Dimmable 15-Watt UL Listed (6-Pack),18.95,1,114-3524264-2909023,Closed
JuliePhil,2022-08-15,B00U26V9CU,Catan Board Game Extension Allowing a Total of 5 to 6 Players for The Catan Board Game | Family Board Game | Board Game for Adults and Family | Adventure Board Game | Made by Catan Studio,26.94,1,112-1915341-0437814,Closed
JuliePhil,2022-11-17,B08P131N24,KF-94 Face Mask - Good Manner - Korea Filter (20),15,1,111-2496625-4445029,Closed
JuliePhil,2025-01-17,B08ZB96PD6,"BOOST Soothe Strawberry-Kiwi, 24 Count",52.87,1,111-5827052-6134652,Closed
JuliePhil,2023-01-23,B09SQ698ZK,"LEDVANCE Sylvania Flood BR30 LED Light Bulb, 100W = 15.5W, Dimmable, 10 Year, 1450 Lumens, 2700K, Soft White - 6 Pack (41255)",34.19,3,111-5488192-3601045,Closed
JuliePhil,2010-12-17,0763621757,Dear Tooth Fairy,10.87,1,002-6690877-9861001,Closed
JuliePhil,2010-12-17,0756655153,How to Be a Genius,13.59,1,002-6690877-9861001,Closed
JuliePhil,2020-07-14,B00GDYNNQK,"Steel Thread Rolling Screw for Plastic, Black Oxide Finish, 82 Degree Flat Head, Star Drive, #4-20 Thread Size, 3/8"" Length (Pack of 100)",4.65,1,114-0187866-6300208,Closed
JuliePhil,2005-12-08,B0002P5GD4,"Dora the Explorer: Dora's Talking Dollhouse with Lights, Sounds, Music and Diego, Boots & Swiper Figures - Exclusively at Toys""R""Us!",44.99,1,102-4383325-3044960,Closed
JuliePhil,2019-12-20,B07VDMSB68,Caseology Parallax for Apple iPhone 11 Case (2019) - Deep Blue,14.99,1,114-9905940-9471455,Closed
JuliePhil,2019-12-20,B00IUOAH5Q,Luwint LED Colorful Flashing Finger Lighting Gloves with Extra Batteries,19.99,1,114-6103254-8722644,Closed
JuliePhil,2011-09-27,B0032UYFA6,Breaking Bad: The Complete Third Season,19.95,1,104-8452874-4508210,Closed
JuliePhil,2023-07-11,B00N9TY2NA,Dean Jacobs Jumbo Grinder- Bread Dipping Seasonings-5.5 oz,8,1,113-1037312-4544242,Closed
JuliePhil,2015-05-04,B00NTDL4FU,Skylanders Trap Team: Kaos Trap Pack,14.45,1,116-6391834-5433825,Closed
JuliePhil,2015-10-12,B000V77B4K,"Sylvania X26588  23-Watt CFL Mini Twist Light Bulb, Soft White, 6 pack",16.69,2,106-7151251-8345006,Closed
JuliePhil,2018-03-07,B00CCYUZO8,"New Breathable 54"" Suit/Dress Black Garment Bag by BAGS FOR LESS",7.69,1,112-1877463-6391438,Closed
JuliePhil,2025-10-17,B0C16BJC73,"KORRTFID Kitchen Cabinet Organizer, Steel Cookware Holder, Divided Holder with 5 Slots for Skillets Baking Tray and Chopping Board Rack - Baking Pan Holder Storage (1 PC)",19.79,1,113-8003384-3890634,Closed
JuliePhil,2025-10-17,B0F1TK2K75,"LKYLIVE Silicone Drying Mat, 20""X16"" With Built-in Drain Lip,Heat-Resistant,Eco-friendly,Hygienic Drying Pad,Leak-Proof and Non-Slip,Silicone Dish Drying Mat for Kitchen Counter or Sink（Black 20X16）",17.99,1,113-8003384-3890634,Closed
JuliePhil,2025-02-28,B0CG1GVK2X,"Mippko Tablet Holder for Microphone Stand and Mic Music Stand,Compatible with 4.7~12.9 inch iPad/Nexus/LG G Pads/e-Reader/iPhone,Multi Angle Adjustable 10 inch Long Aluminum Alloy Mount",31.01,1,111-2045668-1932247,Closed
JuliePhil,2021-11-24,B08H1L63YV,Zmart Doctor Gifts For Men Medical Student Gifts Gifts For Doctors Male Future Nurse Pharmacy Socks Gift For Doctor Men,13.99,1,112-4698056-5577030,Closed
JuliePhil,2021-12-04,1400231795,You Were Made for This Moment: Courage for Today and Hope for Tomorrow,17.84,1,111-3823668-4073046,Closed
JuliePhil,2021-08-18,B08JP39FZD,"Moving Bags, Storage Totes, Extra Large Storage Bags for Moving Supplies, College Dorm Essentials, Bedroom Closet, Packing Bags with Backpack Handles Zipper Compatible with IKEA Frakta Cart&#xFF08;8 P",46.29,1,111-9958601-3048252,Closed
JuliePhil,2025-07-10,B08ZSQ2Q5T,"Yedio Ceramic Butter Dish with Lid and Knife for Countertop Refrigerator, 8 Inch White Butter Holder with Porcelain Cover Knob Handle for East West Coast Butter Stick",11.19,1,113-8774507-0981820,Closed
JuliePhil,2025-07-08,B0DYG4NMKB,"52USA Sesame Oil, Toasted Sesame Oil 2 Pack, 8.45 Fl Oz (250 ml*2)-Premium Toasted Sesame Seed Oil, Aromatic & Nutty Flavor, Ideal for Asian Cooking, Baking",10.14,1,113-4854681-0061037,Closed
JuliePhil,2025-07-08,B07D9XW1K4,"Purina Friskies Cat Food Surfin and Turfin Favorites Flavors of Chicken, Whitefish, Salmon and Filet Mignon - (Pack of 4) 3.15 lb. Bags",20.96,1,113-4854681-0061037,Closed
JuliePhil,2025-07-08,B072MQ5BRX,"Amazon Fresh, Colombia Ground Coffee, Medium Roast, 32 Oz",15.25,1,113-4854681-0061037,Closed
JuliePhil,2024-07-16,B0D1WXVQTN,"Apple AirPods (3rd Generation) Wireless Ear Buds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, Lightning Charging Case Included, Up to 30 Hours of Battery Life",119.99,1,114-2507213-5373839,Closed
JuliePhil,2012-09-10,B0002X7V1Q,Bushnell Velocity Speed Gun (Colors may vary),79.49,1,105-2188973-8014617,Closed
JuliePhil,2019-08-07,B003ULCZ7M,"Elmer's Disappearing Purple School Glue, Washable, 12 Pack",3.99,1,114-3235823-5483443,Closed
JuliePhil,2020-04-28,B006WOC8E4,"Hill's Science Diet Canned Wet Cat Food, Adult, Tender Chunks & Gravy Recipes, 5.5 oz Cans (24 Cans)",32.88,1,112-8535367-3375418,Closed
JuliePhil,2020-03-11,B084QQLL16,"Chapaguri Set, Chapaghetti 5ea + Neoguri 5ea, Korea Ramen, Movie Parasite Noodle",25.55,1,112-6719207-1732222,Closed
JuliePhil,2022-07-13,B07QKL1WRL,"4 Packs Cooling Towel (40""x 12""), Ice Towel, Microfiber Towel, Soft Breathable Chilly Towel Stay Cool for Yoga, Sport, Gym, Workout, Camping, Fitness, Running, Workout & More Activities (Multicolor)",15.99,1,112-1049139-0121025,Closed
JuliePhil,2022-07-13,B07YDZV69G,"Amazon Essentials Men's 2-Pack Regular-Fit Short-Sleeve Crewneck T-Shirt, Imperial Blue/Charcoal Heather, Large",16.3,1,112-1049139-0121025,Closed
JuliePhil,2019-03-02,B00GYQXRUE,"Tactix 320630 12 Drawer Cabinet, Storage & Hardware Parts Organizer, Black/Orange",17.73,1,113-8223083-3168208,Closed
JuliePhil,2019-03-02,B01MU0YV6Q,"Lightning to 3.5 mm Jack Headphone Adaptor Charger for 8/8 Plus/7/7 Plus/iPhone X 10/iPad/iPod Earphone Adapter Headphone Aux Audio & Charge Adaptor,Connector Lighting Cable Support iOS 11 System",9.99,1,113-3845059-2428261,Closed
JuliePhil,2019-03-02,B000DZFUPC,"DANCO Waterproof Silicone Grease, Clear, 0.5 oz, 1-Pack (88693)",3.67,1,113-3845059-2428261,Closed
JuliePhil,2014-12-14,B0033YY3WG,Nintendo Super Mario Bros. Coin Candies,3.39,3,114-0289452-2244257,Closed
